-2.000000 	 2.000000 
-1.990025 	 1.990025 
-1.980050 	 1.980049 
-1.970075 	 1.970076 
-1.960100 	 1.960099 
-1.950125 	 1.950125 
-1.940150 	 1.940151 
-1.930175 	 1.930173 
-1.920200 	 1.920199 
-1.910224 	 1.910226 
-1.900249 	 1.900249 
-1.890274 	 1.890272 
-1.880299 	 1.880299 
-1.870324 	 1.870326 
-1.860349 	 1.860350 
-1.850374 	 1.850372 
-1.840399 	 1.840397 
-1.830424 	 1.830424 
-1.820449 	 1.820451 
-1.810474 	 1.810475 
-1.800499 	 1.800497 
-1.790524 	 1.790521 
-1.780549 	 1.780548 
-1.770574 	 1.770576 
-1.760599 	 1.760602 
-1.750623 	 1.750624 
-1.740648 	 1.740646 
-1.730673 	 1.730670 
-1.720698 	 1.720697 
-1.710723 	 1.710725 
-1.700748 	 1.700752 
-1.690773 	 1.690776 
-1.680798 	 1.680797 
-1.670823 	 1.670819 
-1.660848 	 1.660844 
-1.650873 	 1.650872 
-1.640898 	 1.640900 
-1.630923 	 1.630927 
-1.620948 	 1.620951 
-1.610973 	 1.610973 
-1.600998 	 1.600994 
-1.591022 	 1.591018 
-1.581047 	 1.581044 
-1.571072 	 1.571073 
-1.561097 	 1.561101 
-1.551122 	 1.551128 
-1.541147 	 1.541151 
-1.531172 	 1.531172 
-1.521197 	 1.521193 
-1.511222 	 1.511216 
-1.501247 	 1.501243 
-1.491272 	 1.491271 
-1.481297 	 1.481301 
-1.471322 	 1.471328 
-1.461347 	 1.461352 
-1.451372 	 1.451373 
-1.441397 	 1.441394 
-1.431421 	 1.431415 
-1.421446 	 1.421440 
-1.411471 	 1.411467 
-1.401496 	 1.401497 
-1.391521 	 1.391527 
-1.381546 	 1.381554 
-1.371571 	 1.371578 
-1.361596 	 1.361598 
-1.351621 	 1.351618 
-1.341646 	 1.341639 
-1.331671 	 1.331662 
-1.321696 	 1.321690 
-1.311721 	 1.311720 
-1.301746 	 1.301750 
-1.291771 	 1.291779 
-1.281796 	 1.281805 
-1.271820 	 1.271827 
-1.261845 	 1.261846 
-1.251870 	 1.251865 
-1.241895 	 1.241886 
-1.231920 	 1.231910 
-1.221945 	 1.221938 
-1.211970 	 1.211970 
-1.201995 	 1.202001 
-1.192020 	 1.192031 
-1.182045 	 1.182056 
-1.172070 	 1.172078 
-1.162095 	 1.162096 
-1.152120 	 1.152114 
-1.142145 	 1.142133 
-1.132170 	 1.132157 
-1.122195 	 1.122184 
-1.112219 	 1.112216 
-1.102244 	 1.102249 
-1.092269 	 1.092281 
-1.082294 	 1.082309 
-1.072319 	 1.072332 
-1.062344 	 1.062351 
-1.052369 	 1.052367 
-1.042394 	 1.042384 
-1.032419 	 1.032403 
-1.022444 	 1.022428 
-1.012469 	 1.012458 
-1.002494 	 1.002491 
-0.992519 	 0.992526 
-0.982544 	 0.982559 
-0.972569 	 0.972587 
-0.962594 	 0.962610 
-0.952618 	 0.952627 
-0.942643 	 0.942641 
-0.932668 	 0.932656 
-0.922693 	 0.922673 
-0.912718 	 0.912697 
-0.902743 	 0.902727 
-0.892768 	 0.892762 
-0.882793 	 0.882800 
-0.872818 	 0.872836 
-0.862843 	 0.862867 
-0.852868 	 0.852891 
-0.842893 	 0.842909 
-0.832918 	 0.832921 
-0.822943 	 0.822931 
-0.812968 	 0.812945 
-0.802993 	 0.802964 
-0.793017 	 0.792991 
-0.783042 	 0.783026 
-0.773067 	 0.773067 
-0.763092 	 0.763108 
-0.753117 	 0.753146 
-0.743142 	 0.743176 
-0.733167 	 0.733197 
-0.723192 	 0.723209 
-0.713217 	 0.713216 
-0.703242 	 0.703222 
-0.693267 	 0.693232 
-0.683292 	 0.683251 
-0.673317 	 0.673281 
-0.663342 	 0.663322 
-0.653367 	 0.653368 
-0.643392 	 0.643416 
-0.633416 	 0.633458 
-0.623441 	 0.623490 
-0.613466 	 0.613510 
-0.603491 	 0.603517 
-0.593516 	 0.593515 
-0.583541 	 0.583512 
-0.573566 	 0.573515 
-0.563591 	 0.563530 
-0.553616 	 0.553561 
-0.543641 	 0.543607 
-0.533666 	 0.533663 
-0.523691 	 0.523723 
-0.513716 	 0.513777 
-0.503741 	 0.503817 
-0.493766 	 0.493837 
-0.483791 	 0.483839 
-0.473815 	 0.473826 
-0.463840 	 0.463806 
-0.453865 	 0.453792 
-0.443890 	 0.443793 
-0.433915 	 0.433818 
-0.423940 	 0.423869 
-0.413965 	 0.413940 
-0.403990 	 0.404023 
-0.394015 	 0.394103 
-0.384040 	 0.384166 
-0.374065 	 0.374200 
-0.364090 	 0.364199 
-0.354115 	 0.354166 
-0.344140 	 0.344114 
-0.334165 	 0.334059 
-0.324190 	 0.324022 
-0.314214 	 0.314021 
-0.304239 	 0.304068 
-0.294264 	 0.294162 
-0.284289 	 0.284293 
-0.274314 	 0.274439 
-0.264339 	 0.264569 
-0.254364 	 0.254655 
-0.244389 	 0.244673 
-0.234414 	 0.234615 
-0.224439 	 0.224489 
-0.214464 	 0.214323 
-0.204489 	 0.204158 
-0.194514 	 0.194046 
-0.184539 	 0.184031 
-0.174564 	 0.174146 
-0.164589 	 0.164396 
-0.154613 	 0.154752 
-0.144638 	 0.145153 
-0.134663 	 0.135511 
-0.124688 	 0.125724 
-0.114713 	 0.115698 
-0.104738 	 0.105370 
-0.094763 	 0.094731 
-0.084788 	 0.083849 
-0.074813 	 0.072880 
-0.064838 	 0.062065 
-0.054863 	 0.051727 
-0.044888 	 0.042246 
-0.034913 	 0.034025 
-0.024938 	 0.027451 
-0.014963 	 0.022861 
-0.004988 	 0.020500 
